file_id,video_path,align_path,text
lriq7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriq7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriq7s.align,LAY RED IN Q SEVEN SOON
lriq8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriq8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriq8p.align,LAY RED IN Q EIGHT PLEASE
lriq9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriq9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriq9a.align,LAY RED IN Q NINE AGAIN
lriy1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriy1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriy1s.align,LAY RED IN Y ONE SOON
lriy2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriy2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriy2p.align,LAY RED IN Y TWO PLEASE
lriy3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriy3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriy3a.align,LAY RED IN Y THREE AGAIN
lriyzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriyzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriyzn.align,LAY RED IN Y ZERO NOW
lrwf1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwf1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwf1s.align,LAY RED WITH F ONE SOON
lrwf2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwf2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwf2p.align,LAY RED WITH F TWO PLEASE
lrwf3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwf3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwf3a.align,LAY RED WITH F THREE AGAIN
lrwfzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwfzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwfzn.align,LAY RED WITH F ZERO NOW
lrwl4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwl4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwl4n.align,LAY RED WITH L FOUR NOW
lrwl5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwl5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwl5s.align,LAY RED WITH L FIVE SOON
lrwl6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwl6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwl6p.align,LAY RED WITH L SIX PLEASE
lrwl7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwl7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwl7a.align,LAY RED WITH L SEVEN AGAIN
lrwr8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwr8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwr8n.align,LAY RED WITH R EIGHT NOW
lrwr9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwr9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwr9s.align,LAY RED WITH R NINE SOON
lrws1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrws1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrws1a.align,LAY RED WITH S ONE AGAIN
lrwszp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwszp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwszp.align,LAY RED WITH S ZERO PLEASE
lrwz2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwz2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwz2n.align,LAY RED WITH Z TWO NOW
lrwz3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwz3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwz3s.align,LAY RED WITH Z THREE SOON
lrwz4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwz4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwz4p.align,LAY RED WITH Z FOUR PLEASE
lrwz5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrwz5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrwz5a.align,LAY RED WITH Z FIVE AGAIN
lwae8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwae8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwae8n.align,LAY WHITE AT E EIGHT NOW
lwae9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwae9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwae9s.align,LAY WHITE AT E NINE SOON
lwaf1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwaf1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwaf1a.align,LAY WHITE AT F ONE AGAIN
lwafzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwafzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwafzp.align,LAY WHITE AT F ZERO PLEASE
lwal2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwal2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwal2n.align,LAY WHITE AT L TWO NOW
lwal3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwal3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwal3s.align,LAY WHITE AT L THREE SOON
lwal4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwal4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwal4p.align,LAY WHITE AT L FOUR PLEASE
lwal5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwal5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwal5a.align,LAY WHITE AT L FIVE AGAIN
lwar6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwar6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwar6n.align,LAY WHITE AT R SIX NOW
lwar7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwar7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwar7s.align,LAY WHITE AT R SEVEN SOON
lwar8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwar8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwar8p.align,LAY WHITE AT R EIGHT PLEASE
lwar9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwar9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwar9a.align,LAY WHITE AT R NINE AGAIN
lwaz1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwaz1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwaz1s.align,LAY WHITE AT Z ONE SOON
lwaz2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwaz2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwaz2p.align,LAY WHITE AT Z TWO PLEASE
lwaz3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwaz3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwaz3a.align,LAY WHITE AT Z THREE AGAIN
lwazzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwazzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwazzn.align,LAY WHITE AT Z ZERO NOW
lwbf2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbf2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbf2n.align,LAY WHITE BY F TWO NOW
lwbf3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbf3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbf3s.align,LAY WHITE BY F THREE SOON
lwbf4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbf4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbf4p.align,LAY WHITE BY F FOUR PLEASE
lwbf5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbf5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbf5a.align,LAY WHITE BY F FIVE AGAIN
lwbl6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbl6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbl6n.align,LAY WHITE BY L SIX NOW
lwbl7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbl7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbl7s.align,LAY WHITE BY L SEVEN SOON
lwbl8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbl8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbl8p.align,LAY WHITE BY L EIGHT PLEASE
lwbl9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbl9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbl9a.align,LAY WHITE BY L NINE AGAIN
lwbs1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbs1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbs1s.align,LAY WHITE BY S ONE SOON
lwbs2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbs2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbs2p.align,LAY WHITE BY S TWO PLEASE
lwbs3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbs3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbs3a.align,LAY WHITE BY S THREE AGAIN
lwbszn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbszn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbszn.align,LAY WHITE BY S ZERO NOW
lwbz4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbz4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbz4n.align,LAY WHITE BY Z FOUR NOW
lwbz5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbz5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbz5s.align,LAY WHITE BY Z FIVE SOON
lwbz6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbz6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbz6p.align,LAY WHITE BY Z SIX PLEASE
lwbz7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwbz7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwbz7a.align,LAY WHITE BY Z SEVEN AGAIN
lwie4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwie4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwie4n.align,LAY WHITE IN E FOUR NOW
lwie5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwie5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwie5s.align,LAY WHITE IN E FIVE SOON
lwie6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwie6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwie6p.align,LAY WHITE IN E SIX PLEASE
lwie7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwie7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwie7a.align,LAY WHITE IN E SEVEN AGAIN
lwik8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwik8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwik8n.align,LAY WHITE IN K EIGHT NOW
lwik9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwik9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwik9s.align,LAY WHITE IN K NINE SOON
lwil1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwil1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwil1a.align,LAY WHITE IN L ONE AGAIN
lwilzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwilzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwilzp.align,LAY WHITE IN L ZERO PLEASE
lwir2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwir2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwir2n.align,LAY WHITE IN R TWO NOW
lwir3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwir3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwir3s.align,LAY WHITE IN R THREE SOON
lwir4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwir4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwir4p.align,LAY WHITE IN R FOUR PLEASE
lwir5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwir5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwir5a.align,LAY WHITE IN R FIVE AGAIN
lwiy6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwiy6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwiy6n.align,LAY WHITE IN Y SIX NOW
lwiy7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwiy7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwiy7s.align,LAY WHITE IN Y SEVEN SOON
lwiy8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwiy8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwiy8p.align,LAY WHITE IN Y EIGHT PLEASE
lwiy9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwiy9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwiy9a.align,LAY WHITE IN Y NINE AGAIN
lwwf6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwf6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwf6n.align,LAY WHITE WITH F SIX NOW
lwwf7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwf7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwf7s.align,LAY WHITE WITH F SEVEN SOON
lwwf8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwf8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwf8p.align,LAY WHITE WITH F EIGHT PLEASE
lwwf9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwf9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwf9a.align,LAY WHITE WITH F NINE AGAIN
lwwm1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwm1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwm1s.align,LAY WHITE WITH M ONE SOON
lwwm2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwm2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwm2p.align,LAY WHITE WITH M TWO PLEASE
lwwm3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwm3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwm3a.align,LAY WHITE WITH M THREE AGAIN
lwwmzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwmzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwmzn.align,LAY WHITE WITH M ZERO NOW
lwws4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwws4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwws4n.align,LAY WHITE WITH S FOUR NOW
lwws5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwws5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwws5s.align,LAY WHITE WITH S FIVE SOON
lwws6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwws6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwws6p.align,LAY WHITE WITH S SIX PLEASE
lwws7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwws7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwws7a.align,LAY WHITE WITH S SEVEN AGAIN
lwwz8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwz8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwz8n.align,LAY WHITE WITH Z EIGHT NOW
lwwz9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lwwz9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lwwz9s.align,LAY WHITE WITH Z NINE SOON
pbac1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbac1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbac1s.align,PLACE BLUE AT C ONE SOON
pbac2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbac2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbac2p.align,PLACE BLUE AT C TWO PLEASE
pbac3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbac3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbac3a.align,PLACE BLUE AT C THREE AGAIN
pbaczn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbaczn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbaczn.align,PLACE BLUE AT C ZERO NOW
pbai4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbai4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbai4n.align,PLACE BLUE AT I FOUR NOW
pbai5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbai5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbai5s.align,PLACE BLUE AT I FIVE SOON
pbai6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbai6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbai6p.align,PLACE BLUE AT I SIX PLEASE
pbai7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbai7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbai7a.align,PLACE BLUE AT I SEVEN AGAIN
pbao8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbao8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbao8n.align,PLACE BLUE AT O EIGHT NOW
pbao9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbao9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbao9s.align,PLACE BLUE AT O NINE SOON
pbap1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbap1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbap1a.align,PLACE BLUE AT P ONE AGAIN
pbapzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbapzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbapzp.align,PLACE BLUE AT P ZERO PLEASE
pbav2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbav2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbav2n.align,PLACE BLUE AT V TWO NOW
pbav3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbav3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbav3s.align,PLACE BLUE AT V THREE SOON
pbav4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbav4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbav4p.align,PLACE BLUE AT V FOUR PLEASE
pbav5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbav5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbav5a.align,PLACE BLUE AT V FIVE AGAIN
pbbc4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbc4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbc4n.align,PLACE BLUE BY C FOUR NOW
pbbc5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbc5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbc5s.align,PLACE BLUE BY C FIVE SOON
pbbc6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbc6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbc6p.align,PLACE BLUE BY C SIX PLEASE
pbbc7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbc7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbc7a.align,PLACE BLUE BY C SEVEN AGAIN
pbbi8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbi8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbi8n.align,PLACE BLUE BY I EIGHT NOW
pbbi9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbi9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbi9s.align,PLACE BLUE BY I NINE SOON
pbbj1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbj1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbj1a.align,PLACE BLUE BY J ONE AGAIN
pbbjzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbjzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbjzp.align,PLACE BLUE BY J ZERO PLEASE
pbbp2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbp2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbp2n.align,PLACE BLUE BY P TWO NOW
pbbp3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbp3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbp3s.align,PLACE BLUE BY P THREE SOON
pbbp4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbp4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbp4p.align,PLACE BLUE BY P FOUR PLEASE
pbbp5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbp5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbp5a.align,PLACE BLUE BY P FIVE AGAIN
pbbv6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbv6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbv6n.align,PLACE BLUE BY V SIX NOW
pbbv7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbv7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbv7s.align,PLACE BLUE BY V SEVEN SOON
pbbv8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbv8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbv8p.align,PLACE BLUE BY V EIGHT PLEASE
pbbv9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbbv9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbbv9a.align,PLACE BLUE BY V NINE AGAIN
pbib6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbib6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbib6n.align,PLACE BLUE IN B SIX NOW
pbib7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbib7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbib7s.align,PLACE BLUE IN B SEVEN SOON
pbib8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbib8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbib8p.align,PLACE BLUE IN B EIGHT PLEASE
pbib9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbib9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbib9a.align,PLACE BLUE IN B NINE AGAIN
pbii1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbii1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbii1s.align,PLACE BLUE IN I ONE SOON
pbii2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbii2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbii2p.align,PLACE BLUE IN I TWO PLEASE
pbii3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbii3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbii3a.align,PLACE BLUE IN I THREE AGAIN
pbiizn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbiizn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbiizn.align,PLACE BLUE IN I ZERO NOW
pbio4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbio4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbio4n.align,PLACE BLUE IN O FOUR NOW
pbio5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbio5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbio5s.align,PLACE BLUE IN O FIVE SOON
pbio6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbio6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbio6p.align,PLACE BLUE IN O SIX PLEASE
pbio7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbio7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbio7a.align,PLACE BLUE IN O SEVEN AGAIN
pbiu8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbiu8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbiu8n.align,PLACE BLUE IN U EIGHT NOW
pbiu9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbiu9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbiu9s.align,PLACE BLUE IN U NINE SOON
pbiv1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbiv1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbiv1a.align,PLACE BLUE IN V ONE AGAIN
pbivzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\pbivzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\pbivzp.align,PLACE BLUE IN V ZERO PLEASE
